LOCALITA',STAZIONE,STATO,SPECIE,PARAMETRO,TIPO DATO,UNITA' DI MISURA,DATA,ANNO,MESE,DATO,LATITUDINE,LONGITUDINE,CHIAVE
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,27/06/2016,2016,6,0,45.749116666666666,13.655783333333334,1166425485
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.749116666666666,13.655783333333334,1166425486
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,27/06/2016,2016,6,0,45.749116666666666,13.655783333333334,1166425487
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.749116666666666,13.655783333333334,1166425488
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,25/07/2016,2016,7,33,45.749116666666666,13.655783333333334,1166425761
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,25/07/2016,2016,7,0,45.749116666666666,13.655783333333334,1166425762
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/gr,25/07/2016,2016,7,800,45.749116666666666,13.655783333333334,1166425763
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/l,25/07/2016,2016,7,40,45.749116666666666,13.655783333333334,1166425764
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,25/07/2016,2016,7,0,45.749116666666666,13.655783333333334,1166425765
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,25/07/2016,2016,7,0,45.749116666666666,13.655783333333334,1166425766
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,25/07/2016,2016,7,167,45.749116666666666,13.655783333333334,1166425767
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,25/07/2016,2016,7,40,45.749116666666666,13.655783333333334,1166425768
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,08/08/2016,2016,8,400,45.749116666666666,13.655783333333334,1166425901
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,08/08/2016,2016,8,0,45.749116666666666,13.655783333333334,1166425902
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/gr,08/08/2016,2016,8,523,45.749116666666666,13.655783333333334,1166425903
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/l,08/08/2016,2016,8,40,45.749116666666666,13.655783333333334,1166425904
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,08/08/2016,2016,8,0,45.749116666666666,13.655783333333334,1166425905
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,08/08/2016,2016,8,0,45.749116666666666,13.655783333333334,1166425906
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,08/08/2016,2016,8,400,45.749116666666666,13.655783333333334,1166425907
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,08/08/2016,2016,8,40,45.749116666666666,13.655783333333334,1166425908
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,19/09/2016,2016,9,0,45.749116666666666,13.655783333333334,1166426321
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,19/09/2016,2016,9,0,45.749116666666666,13.655783333333334,1166426322
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/gr,19/09/2016,2016,9,5022,45.749116666666666,13.655783333333334,1166426323
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Coolia monotis,abbondanza,biologici,cell/l,19/09/2016,2016,9,0,45.749116666666666,13.655783333333334,1166426324
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,19/09/2016,2016,9,229716,45.749116666666666,13.655783333333334,1166426325
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,19/09/2016,2016,9,6960,45.749116666666666,13.655783333333334,1166426326
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,19/09/2016,2016,9,5022,45.749116666666666,13.655783333333334,1166426327
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,19/09/2016,2016,9,0,45.749116666666666,13.655783333333334,1166426328
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,16/05/2016,2016,5,0,45.76743333333334,13.6308,1167425061
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.76743333333334,13.6308,1167425062
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/gr,16/05/2016,2016,5,48,45.76743333333334,13.6308,1167425063
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.76743333333334,13.6308,1167425064
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,16/05/2016,2016,5,0,45.76743333333334,13.6308,1167425065
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.76743333333334,13.6308,1167425066
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,16/05/2016,2016,5,0,45.76743333333334,13.6308,1167425067
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,16/05/2016,2016,5,0,45.76743333333334,13.6308,1167425068
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,27/06/2016,2016,6,0,45.76743333333334,13.6308,1167425481
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.76743333333334,13.6308,1167425482
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/gr,27/06/2016,2016,6,0,45.76743333333334,13.6308,1167425483
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.76743333333334,13.6308,1167425484
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,27/06/2016,2016,6,0,45.76743333333334,13.6308,1167425485
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.76743333333334,13.6308,1167425486
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,27/06/2016,2016,6,0,45.76743333333334,13.6308,1167425487
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,27/06/2016,2016,6,0,45.76743333333334,13.6308,1167425488
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,25/07/2016,2016,7,0,45.76743333333334,13.6308,1167425761
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,25/07/2016,2016,7,0,45.76743333333334,13.6308,1167425762
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/gr,25/07/2016,2016,7,216,45.76743333333334,13.6308,1167425763
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/l,25/07/2016,2016,7,0,45.76743333333334,13.6308,1167425764
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,25/07/2016,2016,7,0,45.76743333333334,13.6308,1167425765
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,25/07/2016,2016,7,0,45.76743333333334,13.6308,1167425766
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,25/07/2016,2016,7,0,45.76743333333334,13.6308,1167425767
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,25/07/2016,2016,7,0,45.76743333333334,13.6308,1167425768
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,08/08/2016,2016,8,0,45.76743333333334,13.6308,1167425901
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,08/08/2016,2016,8,0,45.76743333333334,13.6308,1167425902
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/gr,08/08/2016,2016,8,1560,45.76743333333334,13.6308,1167425903
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/l,08/08/2016,2016,8,0,45.76743333333334,13.6308,1167425904
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,08/08/2016,2016,8,0,45.76743333333334,13.6308,1167425905
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,08/08/2016,2016,8,0,45.76743333333334,13.6308,1167425906
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,08/08/2016,2016,8,40,45.76743333333334,13.6308,1167425907
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,08/08/2016,2016,8,0,45.76743333333334,13.6308,1167425908
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,19/09/2016,2016,9,0,45.76743333333334,13.6308,1167426321
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,19/09/2016,2016,9,0,45.76743333333334,13.6308,1167426322
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/gr,19/09/2016,2016,9,14,45.76743333333334,13.6308,1167426323
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Coolia monotis,abbondanza,biologici,cell/l,19/09/2016,2016,9,0,45.76743333333334,13.6308,1167426324
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,19/09/2016,2016,9,140,45.76743333333334,13.6308,1167426325
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,19/09/2016,2016,9,160,45.76743333333334,13.6308,1167426326
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,19/09/2016,2016,9,28,45.76743333333334,13.6308,1167426327
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,19/09/2016,2016,9,0,45.76743333333334,13.6308,1167426328
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,22/05/2017,2017,5,0,45.60555,13.72195,1161428771
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,22/05/2017,2017,5,0,45.60555,13.72195,1161428772
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/gr,22/05/2017,2017,5,128042,45.60555,13.72195,1161428773
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/l,22/05/2017,2017,5,0,45.60555,13.72195,1161428774
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,22/05/2017,2017,5,0,45.60555,13.72195,1161428775
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,22/05/2017,2017,5,0,45.60555,13.72195,1161428776
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,22/05/2017,2017,5,481,45.60555,13.72195,1161428777
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,22/05/2017,2017,5,0,45.60555,13.72195,1161428778
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,20/06/2017,2017,6,0,45.60555,13.72195,1161429061
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,20/06/2017,2017,6,0,45.60555,13.72195,1161429062
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/gr,20/06/2017,2017,6,939,45.60555,13.72195,1161429063
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/l,20/06/2017,2017,6,0,45.60555,13.72195,1161429064
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,20/06/2017,2017,6,0,45.60555,13.72195,1161429065
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,20/06/2017,2017,6,0,45.60555,13.72195,1161429066
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,20/06/2017,2017,6,300,45.60555,13.72195,1161429067
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,20/06/2017,2017,6,40,45.60555,13.72195,1161429068
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,17/07/2017,2017,7,60,45.60555,13.72195,1161429331
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,17/07/2017,2017,7,0,45.60555,13.72195,1161429332
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/gr,17/07/2017,2017,7,20,45.60555,13.72195,1161429333
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/l,17/07/2017,2017,7,0,45.60555,13.72195,1161429334
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,17/07/2017,2017,7,0,45.60555,13.72195,1161429335
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,17/07/2017,2017,7,0,45.60555,13.72195,1161429336
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,17/07/2017,2017,7,100,45.60555,13.72195,1161429337
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,17/07/2017,2017,7,0,45.60555,13.72195,1161429338
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,28/08/2017,2017,8,0,45.60555,13.72195,1161429751
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,28/08/2017,2017,8,0,45.60555,13.72195,1161429752
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/gr,28/08/2017,2017,8,5287,45.60555,13.72195,1161429753
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/l,28/08/2017,2017,8,0,45.60555,13.72195,1161429754
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,28/08/2017,2017,8,0,45.60555,13.72195,1161429755
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,28/08/2017,2017,8,0,45.60555,13.72195,1161429756
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,28/08/2017,2017,8,0,45.60555,13.72195,1161429757
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,28/08/2017,2017,8,0,45.60555,13.72195,1161429758
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,18/09/2017,2017,9,0,45.60555,13.72195,1161429961
Punta Sottile - Muggia,Terrazza mare,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,18/09/2017,2017,9,0,45.60555,13.72195,1161429962
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/gr,18/09/2017,2017,9,165,45.60555,13.72195,1161429963
Punta Sottile - Muggia,Terrazza mare,attiva,Coolia monotis,abbondanza,biologici,cell/l,18/09/2017,2017,9,0,45.60555,13.72195,1161429964
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,18/09/2017,2017,9,0,45.60555,13.72195,1161429965
Punta Sottile - Muggia,Terrazza mare,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,18/09/2017,2017,9,0,45.60555,13.72195,1161429966
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,18/09/2017,2017,9,247,45.60555,13.72195,1161429967
Punta Sottile - Muggia,Terrazza mare,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,18/09/2017,2017,9,0,45.60555,13.72195,1161429968
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,22/05/2017,2017,5,0,45.68695,13.745716666666667,1163428771
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,22/05/2017,2017,5,0,45.68695,13.745716666666667,1163428772
Barcola - Trieste,ex CEDAS,attiva,Coolia monotis,abbondanza,biologici,cell/gr,22/05/2017,2017,5,175094,45.68695,13.745716666666667,1163428773
Barcola - Trieste,ex CEDAS,attiva,Coolia monotis,abbondanza,biologici,cell/l,22/05/2017,2017,5,0,45.68695,13.745716666666667,1163428774
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,22/05/2017,2017,5,0,45.68695,13.745716666666667,1163428775
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,22/05/2017,2017,5,0,45.68695,13.745716666666667,1163428776
Barcola - Trieste,ex CEDAS,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,22/05/2017,2017,5,0,45.68695,13.745716666666667,1163428777
Barcola - Trieste,ex CEDAS,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,22/05/2017,2017,5,0,45.68695,13.745716666666667,1163428778
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,20/06/2017,2017,6,0,45.68695,13.745716666666667,1163429061
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,20/06/2017,2017,6,0,45.68695,13.745716666666667,1163429062
Barcola - Trieste,ex CEDAS,attiva,Coolia monotis,abbondanza,biologici,cell/gr,20/06/2017,2017,6,216,45.68695,13.745716666666667,1163429063
Barcola - Trieste,ex CEDAS,attiva,Coolia monotis,abbondanza,biologici,cell/l,20/06/2017,2017,6,0,45.68695,13.745716666666667,1163429064
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,20/06/2017,2017,6,0,45.68695,13.745716666666667,1163429065
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,20/06/2017,2017,6,0,45.68695,13.745716666666667,1163429066
Barcola - Trieste,ex CEDAS,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,20/06/2017,2017,6,0,45.68695,13.745716666666667,1163429067
Barcola - Trieste,ex CEDAS,attiva,Prorocentrum lima,abbondanza,biologici,cell/l,20/06/2017,2017,6,40,45.68695,13.745716666666667,1163429068
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/gr,17/07/2017,2017,7,23,45.68695,13.745716666666667,1163429331
Barcola - Trieste,ex CEDAS,attiva,Amphidinium carterae,abbondanza,biologici,cell/l,17/07/2017,2017,7,0,45.68695,13.745716666666667,1163429332
Barcola - Trieste,ex CEDAS,attiva,Coolia monotis,abbondanza,biologici,cell/gr,17/07/2017,2017,7,69,45.68695,13.745716666666667,1163429333
Barcola - Trieste,ex CEDAS,attiva,Coolia monotis,abbondanza,biologici,cell/l,17/07/2017,2017,7,0,45.68695,13.745716666666667,1163429334
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/gr,17/07/2017,2017,7,0,45.68695,13.745716666666667,1163429335
Barcola - Trieste,ex CEDAS,attiva,Ostreopsis cfr. ovata,abbondanza,biologici,cell/l,17/07/2017,2017,7,0,45.68695,13.745716666666667,1163429336
Barcola - Trieste,ex CEDAS,attiva,Prorocentrum lima,abbondanza,biologici,cell/gr,17/07/2017,2017,7,139,45.68695,13.745716666666667,1163429337
